Date,STORAGE , ,,RESCHG , ,,OUTFLOW , ,,PPTINC , ,,
 ,AF, ,AF, ,CFS, ,INCHES, ,
05/08/2008,192510,,--,,493,,0.00,,
05/09/2008,195054,,--,,503,,0.00,,
05/10/2008,197121,,--,,582,,0.00,,
05/11/2008,199506,,--,,455,,0.00,,
05/12/2008,202398,,--,,375,,0.00,,
05/13/2008,204514,,--,,524,,0.00,,
05/14/2008,206467,,--,,491,,0.00,,
05/15/2008,209071,,--,,493,,0.00,,
05/16/2008,213465,,--,,528,,0.00,,
05/17/2008,218039,,--,,570,,0.00,,
05/18/2008,222383,,--,,405,,0.00,,
05/19/2008,226559,,--,,341,,0.00,,
05/20/2008,229900,,--,,490,,0.00,,
05/21/2008,232740,,--,,492,,0.00,,
05/22/2008,234762,,--,,491,,0.00,,
05/23/2008,235963,,--,,485,,0.00,,
05/24/2008,236821,,--,,567,,0.30,,
05/25/2008,238193,,--,,446,,0.49,,
05/26/2008,239566,,--,,405,,0.23,,
05/27/2008,240423,,--,,408,,0.00,,
05/28/2008,241281,,--,,495,,0.38,,
05/29/2008,241967,,--,,479,,0.00,,
05/30/2008,242482,,--,,490,,0.00,,
05/31/2008,243340,,--,,542,,0.00,,
06/01/2008,244712,,--,,325,,0.00,,
06/02/2008,246942,,--,,71,,0.00,,
06/03/2008,249172,,--,,186,,0.00,,
06/04/2008,251059,,--,,188,,0.00,,
06/05/2008,252989,,--,,174,,0.00,,
06/06/2008,254747,,--,,303,,0.00,,
06/07/2008,256505,,--,,329,,0.00,,
06/08/2008,258087,,--,,315,,0.00,,
06/09/2008,259142,,--,,582,,0.00,,
06/10/2008,260197,,1055,,540,,0.00,,
06/11/2008,261452,,1255,,--,,--,,
06/12/2008,261252,,-200,,932,,0.00,,
06/13/2008,261252,,--,,959,,0.00,,
06/14/2008,261076,,--,,933,,0.00,,
06/15/2008,261076,,--,,936,,0.00,,
06/16/2008,260900,,--,,924,,0.00,,
06/17/2008,260548,,--,,930,,0.00,,
06/18/2008,260197,,--,,930,,0.00,,
06/19/2008,260197,,--,,771,,0.00,,
06/20/2008,259494,,--,,952,,0.00,,
06/21/2008,258966,,--,,953,,0.00,,
06/22/2008,258439,,--,,943,,0.03,,
06/23/2008,258615,,--,,552,,0.03,,
06/24/2008,258439,,--,,723,,0.00,,
06/25/2008,257560,,--,,951,,0.00,,
06/26/2008,256681,,--,,959,,0.00,,
06/27/2008,255978,,--,,821,,0.00,,
06/28/2008,255625,,--,,564,,0.00,,
06/29/2008,255626,,--,,440,,0.00,,
06/30/2008,255802,,--,,338,,0.00,,
07/01/2008,255450,,--,,367,,0.00,,
07/02/2008,255099,,--,,334,,0.00,,
07/03/2008,254747,,--,,198,,0.00,,
07/04/2008,254395,,--,,203,,0.00,,
07/05/2008,254220,,--,,209,,0.00,,
07/06/2008,254044,,--,,147,,0.00,,
07/07/2008,254044,,--,,67,,0.00,,
07/08/2008,253692,,--,,201,,0.00,,
07/09/2008,253516,,--,,220,,0.02,,
07/10/2008,253165,,--,,220,,0.00,,
07/11/2008,252637,,--,,221,,0.00,,
07/12/2008,252462,,--,,224,,0.00,,
07/13/2008,251934,,--,,231,,0.00,,
07/14/2008,251583,,--,,276,,0.00,,
07/15/2008,251231,,--,,197,,0.00,,
07/16/2008,251231,,--,,189,,0.00,,
07/17/2008,250888,,--,,185,,0.00,,
07/18/2008,250716,,--,,186,,0.00,,
07/19/2008,250545,,--,,184,,0.00,,
07/20/2008,250202,,--,,154,,0.00,,
07/21/2008,250202,,--,,70,,0.02,,
07/22/2008,249859,,--,,183,,0.00,,
07/23/2008,249516,,-343,,189,,0.00,,
07/24/2008,249001,,-515,,240,,0.00,,
07/25/2008,248315,,-686,,222,,0.00,,
07/26/2008,247972,,-343,,272,,0.00,,
07/27/2008,247628,,-344,,211,,0.00,,
07/28/2008,247114,,--,,212,,0.00,,
07/29/2008,246599,,-515,,210,,0.00,,
07/30/2008,246256,,-343,,--,,--,,
07/31/2008,245570,,-686,,--,,--,,
08/01/2008,245055,,--,,244,,0.00,,
08/02/2008,244712,,--,,1034,,0.00,,
08/03/2008,244197,,--,,197,,0.00,,
08/04/2008,244026,,--,,110,,0.00,,
08/05/2008,243340,,--,,266,,0.00,,
08/06/2008,242825,,-515,,278,,0.00,,
08/07/2008,242310,,-515,,--,,--,,
08/08/2008,241453,,-857,,--,,--,,
08/09/2008,241110,,-343,,--,,--,,
08/10/2008,240595,,-515,,199,,0.00,,
08/11/2008,240080,,--,,234,,0.00,,
08/12/2008,239566,,--,,264,,0.00,,
08/13/2008,239051,,--,,274,,0.00,,
08/14/2008,238193,,--,,268,,0.00,,
08/15/2008,237850,,--,,233,,0.00,,
08/16/2008,237679,,--,,102,,0.00,,
08/17/2008,237507,,--,,86,,0.00,,
08/18/2008,237164,,--,,84,,0.00,,
08/19/2008,236992,,--,,108,,0.00,,
08/20/2008,236649,,--,,137,,0.00,,
08/21/2008,236478,,--,,139,,0.00,,
08/22/2008,235963,,--,,157,,0.00,,
08/23/2008,235792,,--,,150,,0.00,,
08/24/2008,235448,,--,,186,,0.00,,
08/25/2008,234934,,--,,202,,0.00,,
08/26/2008,234419,,--,,201,,0.00,,
08/27/2008,234076,,--,,226,,0.00,,
08/28/2008,233408,,--,,212,,0.00,,
08/29/2008,232740,,--,,229,,0.00,,
08/30/2008,232573,,--,,218,,0.00,,
08/31/2008,232071,,--,,1055,,0.00,,
09/01/2008,231570,,--,,193,,0.00,,
09/02/2008,231236,,--,,167,,0.00,,
09/03/2008,230902,,--,,149,,0.00,,
09/04/2008,230563,,--,,134,,0.00,,
09/05/2008,230234,,--,,142,,0.00,,
09/06/2008,229900,,--,,130,,0.00,,
09/07/2008,229733,,--,,49,,0.00,,
09/08/2008,229733,,--,,39,,0.00,,
09/09/2008,229566,,--,,116,,0.00,,
09/10/2008,229232,,--,,124,,0.00,,
09/11/2008,228730,,-502,,138,,0.00,,
09/12/2008,228563,,-167,,--,,--,,
09/13/2008,228229,,-334,,119,,0.00,,
09/14/2008,228229,,0,,50,,0.00,,
09/15/2008,228062,,--,,47,,0.00,,
09/16/2008,227728,,-334,,116,,0.00,,
09/17/2008,227561,,-167,,127,,0.00,,
09/18/2008,227227,,--,,125,,0.00,,
09/19/2008,226893,,--,,127,,0.00,,
09/20/2008,226726,,--,,122,,0.00,,
09/21/2008,226559,,--,,29,,0.00,,
09/22/2008,226559,,--,,39,,0.00,,
09/23/2008,226225,,--,,110,,0.00,,
09/24/2008,225891,,--,,127,,0.00,,
09/25/2008,225556,,--,,141,,0.00,,
09/26/2008,225222,,--,,143,,0.00,,
09/27/2008,225055,,--,,60,,0.00,,
09/28/2008,225055,,--,,32,,0.00,,
09/29/2008,224888,,--,,43,,0.00,,
09/30/2008,224554,,--,,156,,0.00,,
10/01/2008,224387,,--,,134,,0.00,,
10/02/2008,224053,,--,,146,,0.00,,
10/03/2008,223719,,--,,144,,0.00,,
10/04/2008,223719,,--,,121,,1.26,,
10/05/2008,223886,,--,,68,,0.22,,
10/06/2008,223385,,--,,194,,0.00,,
10/07/2008,222884,,--,,277,,0.00,,
10/08/2008,222550,,--,,181,,0.00,,
10/09/2008,222215,,--,,133,,0.00,,
10/10/2008,221881,,--,,138,,0.00,,
10/11/2008,221714,,--,,119,,0.00,,
10/12/2008,221547,,--,,32,,0.00,,
10/13/2008,221380,,--,,33,,0.00,,
10/14/2008,221213,,--,,78,,0.00,,
10/15/2008,220879,,--,,116,,0.00,,
10/16/2008,220712,,-167,,131,,0.00,,
10/17/2008,220378,,-334,,123,,0.00,,
10/18/2008,220211,,-167,,75,,0.00,,
10/19/2008,220211,,0,,27,,0.00,,
10/20/2008,220044,,-167,,43,,0.00,,
10/21/2008,219877,,--,,95,,0.00,,
10/22/2008,219543,,--,,128,,0.00,,
10/23/2008,219376,,--,,116,,0.00,,
10/24/2008,219042,,--,,104,,0.00,,
10/25/2008,218874,,--,,104,,0.00,,
10/26/2008,218707,,--,,47,,0.00,,
10/27/2008,218707,,--,,66,,0.00,,
10/28/2008,218273,,--,,116,,0.00,,
10/29/2008,218206,,--,,112,,0.00,,
10/30/2008,217872,,--,,97,,0.00,,
10/31/2008,217872,,--,,110,,0.53,,
11/01/2008,218273,,--,,113,,0.36,,
11/02/2008,224053,,--,,92,,2.10,,
11/03/2008,226392,,--,,98,,0.31,,
11/04/2008,227394,,--,,121,,1.30,,
11/05/2008,227561,,--,,281,,0.00,,
11/06/2008,227561,,--,,320,,0.00,,
11/07/2008,227895,,--,,182,,0.00,,
11/08/2008,228062,,--,,205,,0.00,,
11/09/2008,229232,,--,,121,,0.44,,
11/10/2008,230401,,--,,135,,0.00,,
11/11/2008,231069,,--,,208,,0.00,,
11/12/2008,231737,,--,,183,,0.00,,
11/13/2008,232573,,--,,214,,0.00,,
11/14/2008,233074,,--,,239,,0.00,,
11/15/2008,234076,,--,,199,,0.00,,
11/16/2008,235105,,--,,136,,0.00,,
11/17/2008,235792,,--,,159,,0.00,,
11/18/2008,236306,,--,,201,,0.00,,
11/19/2008,236821,,--,,89,,0.00,,
11/20/2008,237164,,--,,86,,0.00,,
11/21/2008,237679,,--,,201,,0.00,,
11/22/2008,238022,,--,,193,,0.00,,
11/23/2008,238365,,--,,139,,0.00,,
11/24/2008,238879,,--,,144,,0.00,,
11/25/2008,239223,,--,,205,,0.00,,
11/26/2008,239394,,--,,212,,0.10,,
11/27/2008,239737,,--,,209,,0.14,,
11/28/2008,240080,,--,,155,,0.00,,
11/29/2008,240423,,--,,166,,0.02,,
11/30/2008,240766,,--,,136,,0.00,,
12/01/2008,241110,,--,,136,,0.00,,
12/02/2008,241281,,--,,198,,0.00,,
12/03/2008,241281,,--,,94,,0.00,,
12/04/2008,241281,,--,,227,,0.00,,
12/05/2008,241453,,--,,218,,0.00,,
12/06/2008,241624,,--,,200,,0.00,,
12/07/2008,241796,,--,,151,,0.00,,
12/08/2008,241967,,--,,161,,0.00,,
12/09/2008,241967,,--,,223,,0.00,,
12/10/2008,241967,,--,,297,,0.00,,
12/11/2008,241624,,--,,311,,0.00,,
12/12/2008,241624,,--,,327,,0.00,,
12/13/2008,241624,,--,,312,,0.32,,
12/14/2008,241624,,--,,252,,0.51,,
12/15/2008,241624,,--,,266,,1.00,,
12/16/2008,241624,,--,,335,,0.67,,
12/17/2008,241453,,-171,,339,,0.00,,
12/18/2008,241281,,-172,,--,,--,,
12/19/2008,241110,,-171,,344,,0.35,,
12/20/2008,240766,,--,,269,,0.00,,
12/21/2008,240595,,--,,70,,0.00,,
12/22/2008,241453,,--,,43,,1.80,,
12/23/2008,242139,,--,,38,,0.50,,
12/24/2008,242654,,--,,38,,0.05,,
12/25/2008,243340,,--,,36,,2.37,,
12/26/2008,243683,,--,,96,,0.37,,
12/27/2008,243683,,--,,308,,0.00,,
12/28/2008,243854,,--,,223,,0.00,,
12/29/2008,244026,,--,,235,,0.00,,
12/30/2008,244197,,--,,287,,0.00,,
12/31/2008,244197,,--,,294,,0.00,,
01/01/2009,244197,,--,,288,,0.00,,
01/02/2009,244197,,--,,246,,0.08,,
01/03/2009,244541,,--,,295,,0.55,,
01/04/2009,244712,,--,,236,,0.00,,
01/05/2009,244712,,--,,283,,0.00,,
01/06/2009,244197,,--,,536,,0.23,,
01/07/2009,243683,,--,,618,,0.00,,
01/08/2009,242997,,--,,637,,0.00,,
01/09/2009,242482,,--,,636,,0.00,,
01/10/2009,241967,,--,,617,,0.00,,
01/11/2009,241453,,--,,535,,0.00,,
01/12/2009,240938,,--,,546,,0.00,,
01/13/2009,240595,,--,,606,,0.00,,
01/14/2009,240080,,--,,618,,0.00,,
01/15/2009,239566,,--,,626,,0.00,,
01/16/2009,238879,,--,,630,,0.00,,
01/17/2009,238536,,--,,544,,0.00,,
01/18/2009,238365,,--,,389,,0.00,,
01/19/2009,238365,,--,,335,,0.00,,
01/20/2009,238193,,--,,396,,0.00,,
01/21/2009,237850,,--,,463,,0.00,,
01/22/2009,237679,,--,,467,,0.74,,
01/23/2009,241453,,--,,455,,1.18,,
01/24/2009,244884,,--,,356,,3.21,,
01/25/2009,246599,,--,,271,,0.85,,
01/26/2009,247457,,--,,282,,0.22,,
01/27/2009,247800,,--,,355,,0.12,,
01/28/2009,247972,,--,,333,,0.00,,
01/29/2009,248315,,343,,315,,0.00,,
01/30/2009,248658,,343,,--,,--,,
01/31/2009,248658,,0,,456,,0.00,,
02/01/2009,249001,,343,,262,,0.00,,
02/02/2009,249344,,--,,268,,0.00,,
02/03/2009,249516,,--,,317,,0.00,,
02/04/2009,249687,,--,,334,,0.00,,
02/05/2009,249516,,--,,571,,0.00,,
02/06/2009,248315,,--,,944,,0.37,,
02/07/2009,247457,,--,,955,,0.42,,
02/08/2009,246428,,--,,965,,0.00,,
02/09/2009,245398,,--,,990,,1.50,,
02/10/2009,244197,,--,,973,,0.00,,
02/11/2009,243168,,--,,968,,0.33,,
02/12/2009,242139,,--,,965,,0.62,,
02/13/2009,240766,,--,,945,,0.19,,
02/14/2009,239737,,--,,963,,1.24,,
02/15/2009,238708,,--,,964,,0.00,,
02/16/2009,237679,,--,,957,,0.24,,
02/17/2009,236649,,--,,935,,2.13,,
02/18/2009,236306,,--,,638,,0.54,,
02/19/2009,235105,,--,,983,,0.00,,
02/20/2009,233909,,--,,937,,0.00,,
02/21/2009,233742,,--,,477,,0.00,,
02/22/2009,233742,,--,,476,,0.63,,
02/23/2009,234934,,--,,482,,2.35,,
02/24/2009,236821,,--,,479,,0.70,,
02/25/2009,237164,,--,,482,,0.00,,
02/26/2009,237335,,171,,311,,0.12,,
02/27/2009,237507,,172,,504,,0.00,,
02/28/2009,237507,,0,,493,,0.00,,
03/01/2009,237507,,0,,527,,0.00,,
03/02/2009,238022,,515,,108,,1.68,,
03/03/2009,240423,,--,,909,,1.75,,
03/04/2009,240595,,--,,938,,2.47,,
03/05/2009,240252,,--,,957,,1.25,,
03/06/2009,239394,,--,,931,,0.12,,
03/07/2009,238708,,--,,910,,0.00,,
03/08/2009,238022,,--,,882,,0.00,,
03/09/2009,237164,,--,,946,,0.00,,
03/10/2009,236306,,--,,932,,0.00,,
03/11/2009,235277,,--,,938,,0.00,,
03/12/2009,234419,,--,,942,,0.00,,
03/13/2009,233408,,--,,944,,0.00,,
03/14/2009,232740,,--,,1433,,0.00,,
03/15/2009,231904,,--,,936,,0.00,,
03/16/2009,231236,,--,,943,,0.00,,
03/17/2009,230735,,--,,938,,0.00,,
03/18/2009,230401,,--,,944,,0.00,,
03/19/2009,230234,,-167,,933,,0.00,,
03/20/2009,230234,,0,,934,,0.00,,
03/21/2009,230234,,0,,941,,0.04,,
03/22/2009,230234,,0,,941,,1.32,,
03/23/2009,230067,,--,,951,,0.21,,
03/24/2009,229399,,--,,941,,0.00,,
03/25/2009,228730,,--,,949,,0.00,,
03/26/2009,228229,,--,,950,,0.00,,
03/27/2009,227895,,--,,944,,0.00,,
03/28/2009,227728,,--,,943,,0.00,,
03/29/2009,227728,,--,,958,,0.00,,
03/30/2009,227895,,--,,951,,0.00,,
03/31/2009,227895,,--,,954,,0.00,,
04/01/2009,227728,,--,,952,,0.00,,
04/02/2009,228897,,--,,492,,0.00,,
04/03/2009,230067,,--,,618,,0.00,,
04/04/2009,230735,,--,,520,,0.00,,
04/05/2009,231069,,--,,532,,0.00,,
04/06/2009,231737,,--,,552,,0.00,,
04/07/2009,232907,,--,,297,,0.00,,
04/08/2009,234076,,--,,468,,1.27,,
04/09/2009,234762,,--,,306,,0.00,,
04/10/2009,235448,,--,,470,,0.75,,
04/11/2009,235620,,--,,633,,0.00,,
04/12/2009,235105,,--,,989,,0.00,,
04/13/2009,234591,,--,,956,,0.00,,
04/14/2009,234934,,--,,803,,0.00,,
04/15/2009,234762,,--,,508,,0.00,,
04/16/2009,234076,,--,,962,,0.00,,
04/17/2009,234076,,--,,943,,0.00,,
04/18/2009,233241,,--,,959,,0.00,,
04/19/2009,233742,,--,,953,,0.00,,
04/20/2009,234934,,--,,955,,0.00,,
04/21/2009,236992,,--,,794,,0.00,,
04/22/2009,239223,,--,,812,,0.00,,
04/23/2009,241796,,2573,,775,,0.00,,
04/24/2009,243683,,1887,,916,,0.02,,
04/25/2009,244541,,858,,965,,0.20,,
04/26/2009,244400,e,-141,,960,,0.00,,
04/27/2009,244300,e,-100,,966,,0.00,,
04/28/2009,244197,,-103,,971,,0.00,,
04/29/2009,244197,,--,,975,,0.00,,
04/30/2009,244369,,--,,971,,0.00,,
05/01/2009,244712,,--,,968,,0.07,,
05/02/2009,249516,,--,,975,,3.42,,
05/03/2009,252110,,--,,986,,0.43,,
05/04/2009,254747,,--,,978,,0.50,,
05/05/2009,254574,,--,,963,,0.13,,
05/06/2009,256153,,--,,975,,0.00,,
05/07/2009,257208,,--,,971,,0.00,,
05/08/2009,258439,,--,,972,,0.00,,
05/09/2009,259845,,--,,949,,0.00,,
05/10/2009,261252,,--,,973,,0.00,,
05/11/2009,262834,,--,,967,,0.00,,
05/12/2009,264240,,--,,964,,0.00,,
05/13/2009,265647,,--,,965,,0.00,,
05/14/2009,266877,,--,,966,,0.00,,
05/15/2009,267580,,--,,1362,,0.00,,
05/16/2009,268635,,--,,1320,,0.00,,
05/17/2009,270080,,--,,1462,,0.00,,
05/18/2009,271531,,--,,1782,,0.00,,
05/19/2009,271350,,--,,2407,,0.09,,
05/20/2009,270806,,--,,2941,,0.00,,
05/21/2009,268108,,--,,3261,,0.00,,
05/22/2009,268108,,--,,2291,,0.00,,
05/23/2009,269899,,--,,967,,0.00,,
05/24/2009,271531,,--,,969,,0.00,,
05/25/2009,271894,,--,,1167,,0.00,,
05/26/2009,271894,,--,,1312,,0.00,,
05/27/2009,272801,,--,,1110,,0.00,,
05/28/2009,273708,,--,,986,,0.00,,
05/29/2009,274070,,--,,1069,,0.00,,
05/30/2009,274070,,--,,1177,,0.00,,
05/31/2009,274252,,--,,1095,,0.02,,
06/01/2009,274433,,--,,1071,,0.00,,
06/02/2009,273345,,--,,1471,,0.00,,
06/03/2009,273526,,--,,1072,,0.00,,
06/04/2009,273345,,--,,950,,0.07,,
06/05/2009,272801,,--,,917,,0.38,,
06/06/2009,272620,,--,,903,,0.17,,
06/07/2009,271894,,--,,855,,0.39,,
06/08/2009,272257,,--,,545,,0.00,,
06/09/2009,272075,,--,,694,,0.00,,
06/10/2009,272257,,--,,721,,0.00,,
06/11/2009,272257,,--,,582,,0.00,,
06/12/2009,271894,,-363,,681,,0.00,,
06/13/2009,272260,e,366,,576,,0.00,,
06/14/2009,272620,,360,,263,,0.00,,
06/15/2009,272801,,--,,471,,0.00,,
06/16/2009,272982,,--,,536,,0.00,,
06/17/2009,272982,,--,,713,,0.00,,
06/18/2009,272982,,--,,731,,0.00,,
06/19/2009,272982,,--,,807,,0.00,,
06/20/2009,273164,,182,,665,,0.00,,
06/21/2009,272164,,0,,507,,0.00,,
06/22/2009,272982,,--,,563,,0.00,,
06/23/2009,272801,,--,,659,,0.00,,
06/24/2009,272257,,--,,901,,0.00,,
06/25/2009,271531,,--,,867,,0.00,,
06/26/2009,271169,,--,,865,,0.00,,
06/27/2009,270806,,--,,809,,0.00,,
06/28/2009,270443,,--,,769,,0.00,,
06/29/2009,269899,,--,,804,,0.00,,
06/30/2009,269355,,--,,827,,0.00,,
07/01/2009,268811,,--,,823,,0.00,,
07/02/2009,268108,,--,,790,,0.00,,
07/03/2009,267756,,--,,567,,0.00,,
07/04/2009,268108,,--,,220,,0.00,,
07/05/2009,268459,,351,,262,,0.00,,
07/06/2009,268635,,176,,263,,0.00,,
07/07/2009,268811,,176,,311,,0.00,,
07/08/2009,268635,,--,,154,,0.00,,
07/09/2009,268459,,-176,,595,,0.00,,
07/10/2009,268459,,0,,228,,0.00,,
07/11/2009,268459,,0,,238,,0.00,,
07/12/2009,268811,,352,,150,,0.00,,
07/13/2009,269174,,363,,72,,0.00,,
07/14/2009,268811,,--,,229,,0.00,,
07/15/2009,268459,,--,,104,,0.00,,
07/16/2009,268108,,--,,247,,0.00,,
07/17/2009,267580,,--,,235,,0.00,,
07/18/2009,267229,,--,,104,,0.00,,
07/19/2009,267053,,--,,188,,0.00,,
07/20/2009,266701,,--,,190,,0.00,,
07/21/2009,266174,,--,,228,,0.00,,
07/22/2009,265822,,--,,228,,0.00,,
07/23/2009,265295,,--,,237,,0.00,,
07/24/2009,264768,,--,,92,,0.00,,
07/25/2009,264416,,--,,230,,0.00,,
07/26/2009,264064,,--,,180,,0.00,,
07/27/2009,264064,,--,,80,,0.00,,
07/28/2009,263537,,--,,230,,0.00,,
07/29/2009,263010,,--,,249,,0.00,,
07/30/2009,262482,,--,,226,,0.00,,
07/31/2009,261955,,--,,230,,0.00,,
08/01/2009,261603,,--,,231,,0.00,,
08/02/2009,261252,,--,,186,,0.00,,
08/03/2009,--,,--,,--,,--,,
08/04/2009,--,,--,,--,,--,,
08/05/2009,260021,,--,,237,,0.00,,
08/06/2009,259494,,--,,243,,0.00,,
08/07/2009,258790,,--,,244,,0.00,,
08/08/2009,258263,,--,,242,,0.00,,
08/09/2009,258087,,--,,155,,0.00,,
08/10/2009,257911,,--,,74,,0.00,,
08/11/2009,257384,,--,,229,,0.00,,
08/12/2009,257032,,--,,228,,0.00,,
08/13/2009,256329,,--,,242,,0.00,,
08/14/2009,255626,,--,,382,,0.00,,
08/15/2009,254923,,--,,230,,0.00,,
08/16/2009,254571,,--,,238,,0.00,,
08/17/2009,254044,,--,,261,,0.00,,
08/18/2009,253516,,--,,284,,0.00,,
08/19/2009,252989,,--,,277,,0.00,,
08/20/2009,252286,,--,,115,,0.00,,
08/21/2009,251583,,--,,283,,0.00,,
08/22/2009,250888,,--,,292,,0.00,,
08/23/2009,250716,,--,,221,,0.24,,
08/24/2009,250545,,--,,146,,0.15,,
08/25/2009,250030,,--,,279,,0.00,,
08/26/2009,249516,,--,,276,,0.00,,
08/27/2009,248829,,--,,288,,0.00,,
08/28/2009,248143,,--,,286,,0.00,,
08/29/2009,247628,,--,,283,,0.00,,
08/30/2009,246942,,--,,230,,0.00,,
08/31/2009,246771,,--,,217,,0.00,,
09/01/2009,246428,,--,,156,,0.00,,
09/02/2009,246256,,--,,32,,0.00,,
09/03/2009,246256,,--,,43,,0.00,,
09/04/2009,245741,,--,,74,,0.00,,
09/05/2009,245570,,--,,195,,0.00,,
09/06/2009,245227,,--,,209,,0.00,,
09/07/2009,244884,,--,,202,,0.00,,
09/08/2009,244369,,--,,158,,0.00,,
09/09/2009,244712,,--,,40,,0.00,,
09/10/2009,245055,,--,,31,,0.00,,
09/11/2009,--,,--,,--,,--,,
09/12/2009,--,,--,,--,,--,,
09/13/2009,246256,,--,,36,,0.04,,
09/14/2009,246085,,--,,42,,0.04,,
09/15/2009,246085,,--,,44,,0.00,,
09/16/2009,245913,,--,,45,,0.08,,
09/17/2009,245913,,--,,44,,0.00,,
09/18/2009,245741,,--,,42,,0.00,,
09/19/2009,245741,,--,,38,,0.00,,
09/20/2009,245570,,--,,52,,0.00,,
09/21/2009,245398,,--,,44,,0.00,,
09/22/2009,245398,,--,,45,,0.00,,
09/23/2009,245227,,--,,18,,0.00,,
09/24/2009,245227,,--,,37,,0.00,,
09/25/2009,245055,,--,,54,,0.00,,
09/26/2009,244884,,--,,62,,0.00,,
09/27/2009,244884,,--,,33,,0.00,,
09/28/2009,244712,,--,,34,,0.00,,
09/29/2009,244712,,--,,56,,0.00,,
09/30/2009,244541,,--,,66,,0.00,,
10/01/2009,244369,,--,,64,,0.00,,
10/02/2009,244197,,--,,52,,0.00,,
10/03/2009,244026,,--,,58,,0.00,,
10/04/2009,244026,,--,,23,,0.15,,
10/05/2009,243854,,--,,36,,0.05,,
10/06/2009,243854,,--,,43,,0.00,,
10/07/2009,243683,,--,,35,,0.00,,
10/08/2009,243683,,--,,16,,0.00,,
10/09/2009,243511,,--,,56,,0.00,,
10/10/2009,243511,,--,,44,,0.00,,
10/11/2009,243340,,--,,35,,0.00,,
10/12/2009,243340,,--,,24,,0.00,,
10/13/2009,243168,,--,,15,,0.08,,
10/14/2009,251583,,--,,86,,5.57,,
10/15/2009,254044,,--,,71,,0.11,,
10/16/2009,254923,,--,,17,,0.00,,
10/17/2009,255626,,--,,36,,0.00,,
10/18/2009,255978,,--,,23,,0.00,,
10/19/2009,256505,,--,,19,,0.00,,
10/20/2009,257032,,--,,26,,0.17,,
10/21/2009,257384,,--,,90,,0.00,,
10/22/2009,257384,,--,,96,,0.00,,
10/23/2009,257560,,--,,17,,0.00,,
10/24/2009,257736,,--,,42,,0.00,,
10/25/2009,257911,,--,,26,,0.00,,
10/26/2009,257736,,--,,157,,0.00,,
10/27/2009,257384,,--,,212,,0.00,,
10/28/2009,257208,,--,,191,,0.00,,
10/29/2009,256681,,--,,202,,0.00,,
10/30/2009,256329,,--,,191,,0.00,,
10/31/2009,256329,,--,,93,,0.00,,
11/01/2009,256329,,--,,93,,0.00,,
11/02/2009,256153,,--,,29,,0.00,,
11/03/2009,256329,,--,,7,,0.00,,
11/04/2009,256329,,--,,7,,0.00,,
11/05/2009,--,,--,,--,,--,,
11/06/2009,256329,,--,,7,,0.00,,
11/07/2009,256329,,--,,7,,0.00,,
11/08/2009,256329,,--,,7,,0.00,,
11/09/2009,256505,,--,,7,,0.00,,
11/10/2009,256681,,--,,12,,0.00,,
11/11/2009,257208,,--,,12,,0.00,,
11/12/2009,257736,,--,,8,,0.35,,
11/13/2009,258087,,--,,67,,0.16,,
11/14/2009,258263,,--,,137,,0.00,,
11/15/2009,258615,,--,,72,,0.00,,
11/16/2009,258615,,--,,248,,0.00,,
11/17/2009,258790,,--,,134,,0.00,,
11/18/2009,259142,,--,,19,,0.00,,
11/19/2009,259494,,--,,22,,0.00,,
11/20/2009,259845,,--,,60,,0.00,,
11/21/2009,260021,,--,,127,,0.39,,
11/22/2009,260373,,--,,83,,0.00,,
11/23/2009,260373,,--,,196,,0.00,,
11/24/2009,260724,,--,,136,,0.00,,
11/25/2009,260900,,--,,138,,0.00,,
11/26/2009,260900,,--,,140,,0.00,,
11/27/2009,261076,,--,,161,,0.00,,
11/28/2009,261252,,--,,118,,0.06,,
11/29/2009,261427,,--,,86,,0.00,,
11/30/2009,261427,,--,,211,,0.00,,
12/01/2009,261427,,--,,145,,0.00,,
12/02/2009,261603,,--,,173,,0.00,,
12/03/2009,261603,,--,,220,,0.00,,
12/04/2009,261076,,--,,225,,0.00,,
12/05/2009,260724,,--,,230,,0.00,,
12/06/2009,260373,,--,,207,,0.00,,
12/07/2009,259669,,--,,445,,0.64,,
12/08/2009,259142,,--,,228,,0.53,,
12/09/2009,258439,,--,,381,,0.00,,
12/10/2009,257560,,--,,473,,0.00,,
12/11/2009,256857,,--,,490,,0.61,,
12/12/2009,256505,,--,,481,,1.92,,
12/13/2009,256505,,--,,405,,3.42,,
12/14/2009,255450,,--,,737,,0.40,,
12/15/2009,254747,,--,,500,,0.00,,
12/16/2009,254571,,--,,161,,0.00,,
12/17/2009,254923,,--,,123,,0.00,,
12/18/2009,255450,,--,,135,,0.00,,
12/19/2009,255978,,--,,103,,0.00,,
12/20/2009,256329,,--,,85,,0.00,,
12/21/2009,256681,,--,,159,,0.00,,
12/22/2009,257384,,--,,127,,0.00,,
12/23/2009,257736,,--,,115,,0.00,,
12/24/2009,258087,,--,,132,,0.00,,
12/25/2009,258439,,--,,117,,0.00,,
12/26/2009,258790,,--,,105,,0.00,,
12/27/2009,259318,,--,,63,,0.40,,
12/28/2009,259669,,--,,156,,0.00,,
12/29/2009,259845,,--,,189,,0.15,,
12/30/2009,260021,,--,,268,,0.56,,
12/31/2009,260021,,--,,216,,0.00,,
01/01/2010,260197,,--,,188,,0.00,,
